GPCR,STANDARD_VALUE,smiles
P47900,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C5N=CN=C6N)O)O)O)O,-2.629
P47900,CC1(CN(C2=C1C(=C(C=C2O)F)C3=COC(=N3)C(C)(C)C)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)C=C(C=C6)F)C,-1.137
P47900,CCC1C(C(C2=CC=CC=C2N1C(=O)C3=CC=C(C=C3)OC)NC4=CC=CC=C4)C,-2.778
P47900,CSC1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)([O-])OP(=O)(C(P(=O)([O-])OP(=O)([O-])OCC4C(C(C(O4)N5C=NC6=C5N=C(N=C6N)SC)O)O)Cl)[O-])O)O.[Na+].[Na+].[Na+].[Na+],-4.462
P47900,CCC1(CN(C2=C(C=CC(=C21)Cl)O)C3=CC=CC=C3NC(=O)NC4=NC5=C(S4)CN(CC5)CC(F)(F)F)CC,-1.21
P47900,CCC1(CN(C2=C1C=CC(=C2O)F)C3=CC=CC=C3NC(=O)NC4=CC=C(C=C4)C(C)(C)C)CC,-1.17
P47900,CC1=NC2=C(C(=N1)NC)N=CN2C3CC(C(O3)COP(=O)(O)O)OP(=O)(O)O,-1.89
P47900,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=C(C=C(C=C4)C#N)NC(=O)NC5=NC6=C(S5)C=C(C=C6)F,-1.468
P47900,CC1(CN(C2=C(C=CC(=C21)C(F)(F)F)O)C3=CC=CC=C3NC(=O)NC4=NC5=C(S4)C=C(C=C5)F)C,-1.093
P47900,CC1(CN(C2=C1C(=C(C=C2O)F)C3=CC=CC(=C3)C#N)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F)C,-1
P47900,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C5N=CN=C6N)O)O)O)O,-2.881
P47900,CNC1=NC(=NC2=C1N=CN2C3CC(C(O3)COP(=O)(O)O)OP(=O)(O)O)N,-3.267
P47900,CC1=NN(C(=C1)OC2=CC=CC=C2NC(=O)NC3=CC=C(C=C3)C4CCOCC4)C5=CC=CC=C5Cl,-2.881
P47900,CC(C)(C)C1=CC(=CC=C1)OC2=C(C=CC=N2)NC(=O)NC3=C(C=C(C=C3)F)F,-1.519
P47900,CC1=NN(C(=C1)OC2=CC=CC=C2NC(=O)NC3=CC=C(C=C3)F)C4=CC=CC=C4,-3.431
P47900,CC1=NN(C(=C1)OC2=CC=CC=C2NC(=O)NC3=CC=C(C=C3)C4CCCCC4)C5=CC=CC=C5Cl,-1.477
P47900,CC(C)C1=NC(=CS1)NC(=O)NC2=CC=CC=C2N3CC4(CCN(CC4)CC(C)(C)C)C5=C(C=CC(=C53)O)Cl,-1.114
P47900,C1CC12CN(C3=CC=CC=C23)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F,-1.415
P47900,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)F)O)C4=CC=CC=C4NC5=NN=C(S5)C6=CC=C(C=C6)Cl,-0.778
P47900,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC(=O)NC3=C(C=C(C=C3)C4=CC=C(C=C4)CN(C)C)F,-1.568
P47900,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)Cl,-3.818
P47900,C1=CC=C(C=C1)NC(=O)NC2=C(N=CC=C2)OC3=CC=CC(=C3)C(F)(F)F,-2.233
P47900,C1CN(CC2=C1C(=CC=C2)OC3=C(C=CC=N3)NC(=O)NC4=CC=C(C=C4)OC(F)(F)F)CC5=CC=CC=N5,-3.041
P47900,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC3=NSC(=N3)C4=CC=CC=C4,-3.176
P47900,CC(C)(C)CN1CCC2(CC1)CN(C3=C2C=CC(=C3)O)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F,-0.663
P47900,CNC1=NC(=NC2=C1N=CN2C3CC(C(O3)COP(=O)(O)O)OP(=O)(O)O)SC,-2.559
P47900,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)C(F)(F)F)O)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)F,-0.954
P47900,CCSC1=NC2=C(C(=N1)N)N=CN2C3CC(C(O3)COP(=O)(O)O)OP(=O)(O)O,-3.517
